goal	rule	score
visited(_EX1, shire)	visited(rosie, shire)	1
visited(_EX1, mordor)	visited(sauron, mordor)	1
visited(L, shire)	visited(elanor, shire)	1
visited(_EX0, shire)	visited(maggot, shire)	1
visited(bilbo, rivendell)	visited(bilbo, rivendell)	1
character(I)	character(golasgil)	1
visited(R, mordor)	visited(sam, mordor)	1
bond(boromir, R2)	bond(X, Y) :- fellowship(X), fellowship(Y), companion(X, Y)	1
visited(R, I)	visited(erkenbrand, rohan)	1
visited(_EX0, I)	visited(isildur, gondor)	1
visited(_EX0, I)	visited(damrod, ithilien)	1
visited(I, isengard)	visited(saruman, isengard)	1
visited(R, I)	visited(idril, gondor)	1
visited(_EX0, rivendell)	visited(boromir, rivendell)	1
visited(Z, mordor)	visited(sam, mordor)	1
race(I, dwarf)	race(gloin, dwarf)	1
visited(L, mordor)	visited(sauron, mordor)	1
visited(hama, I)	visited(hama, rohan)	1
visited(X, I)	visited(boromir, rivendell)	1
visited(R1, lothlorien)	visited(celeborn, lothlorien)	1
visited(R2, rivendell)	visited(elrohir, rivendell)	1
visited(X, I)	visited(hirluin, gondor)	1
companion(bilbo, X)	companion(X, Y) :- visited(X, L), visited(Y, L)	1
visited(I, L)	visited(sam, shire)	1
visited(_EX0, I)	visited(dain, iron_hills)	1
visited(I, L)	visited(duilin, gondor)	1
visited(Z, I)	visited(imrahil, gondor)	1
visited(X, I)	visited(quickbeam, fangorn)	1
visited(_EX0, I)	visited(fladrif, fangorn)	1
visited(X, mirkwood)	visited(radagast, mirkwood)	1
companion(sam, aragorn)	companion(X, Y) :- visited(X, L), visited(Y, L)	1
visited(_EX0, I)	visited(rosie, shire)	1
visited(isildur, I)	visited(isildur, mordor)	1
visited(R, I)	visited(frodo, rivendell)	1
race(boromir, I)	race(boromir, human)	1
visited(Z, I)	visited(dervorin, gondor)	1
visited(Z, I)	visited(glorfindel, rivendell)	1
alignment(X, good)	alignment(frodo, good)	1
visited(L, lothlorien)	visited(galadriel, lothlorien)	1
visited(R, isengard)	visited(gandalf, isengard)	1
fellowship(legolas)	fellowship(X) :- visited(X, rivendell), alignment(X, good)	1
visited(_EX1, I)	visited(theoden, rohan)	1
visited(R1, shire)	visited(hamfast, shire)	1
visited(R, ithilien)	visited(mablung, ithilien)	1
visited(mablung, ithilien)	visited(mablung, ithilien)	1
visited(elrond, rivendell)	visited(elrond, rivendell)	1
visited(Z, gondor)	visited(tuor, gondor)	1
visited(Z, I)	visited(isildur, gondor)	1
visited(X, I)	visited(earendil, rivendell)	1
visited(Y, I)	visited(earendil, rivendell)	1
visited(R1, I)	visited(imrahil, gondor)	1
visited(_EX0, I)	visited(gollum, moria)	1
visited(Y, iron_hills)	visited(dain, iron_hills)	1
visited(R1, I)	visited(dervorin, gondor)	1
visited(gollum, moria)	visited(gollum, moria)	1
companion(_EX0, bilbo)	companion(X, Y) :- visited(X, L), visited(Y, L)	1
visited(Z, I)	visited(anborn, ithilien)	1
race(R2, I)	race(bilbo, hobbit)	1
visited(L, erebor)	visited(thorin, erebor)	1
visited(R1, moria)	visited(gimli, moria)	1
visited(I, gondor)	visited(duinhir, gondor)	1
visited(_EX0, rivendell)	visited(pippin, rivendell)	1
visited(I, L)	visited(frodo, mordor)	1
visited(L, I)	visited(bombadil, shire)	1
visited(Z, I)	visited(witch_king, mordor)	1
character(I)	character(azog)	1
character(I)	character(ori)	1
visited(X, mirkwood)	visited(thranduil, mirkwood)	1
visited(X, I)	visited(goldberry, shire)	1
visited(R1, lothlorien)	visited(haldir, lothlorien)	1
visited(R, rivendell)	visited(bilbo, rivendell)	1
visited(L, isengard)	visited(gandalf, isengard)	1
visited(I, L)	visited(idril, gondor)	1
mortal(frodo)	mortal(X) :- race(X, hobbit)	1
visited(X, shire)	visited(rosie, shire)	1
race(X, I)	race(arwen, elf)	1
visited(L, rohan)	visited(hama, rohan)	1
race(eowyn, human)	race(eowyn, human)	1
visited(X, rivendell)	visited(gandalf, rivendell)	1
visited(X, I)	visited(sauron, mordor)	1
companion(gimli, bilbo)	companion(X, Y) :- visited(X, L), visited(Y, L)	1
companion(frodo, legolas)	companion(X, Y) :- visited(X, L), visited(Y, L)	1
visited(X, I)	visited(denethor, gondor)	1
visited(R2, I)	visited(gandalf, isengard)	1
visited(R1, I)	visited(rosie, shire)	1
visited(R1, I)	visited(aragorn, rivendell)	1
visited(Z, I)	visited(gollum, moria)	1
visited(L, rivendell)	visited(elrohir, rivendell)	1
visited(_EX1, shire)	visited(rose, shire)	1
visited(_EX1, fangorn)	visited(finglas, fangorn)	1
visited(I, shire)	visited(fastred, shire)	1
visited(Z, fangorn)	visited(quickbeam, fangorn)	1
home(R, mirkwood)	home(legolas, mirkwood)	1
race(X, I)	race(bilbo, hobbit)	1
visited(I, ithilien)	visited(damrod, ithilien)	1
race(I, hobbit)	race(rosie, hobbit)	1
companion(pippin, merry)	companion(X, Y) :- visited(X, L), visited(Y, L)	1
visited(I, mordor)	visited(sauron, mordor)	1
visited(R1, I)	visited(gollum, moria)	1
visited(Z, fangorn)	visited(fimbthil, fangorn)	1
visited(gamgee, shire)	visited(gamgee, shire)	1
visited(_EX1, I)	visited(gandalf, isengard)	1
visited(I, L)	visited(forlong, gondor)	1
visited(_EX1, shire)	visited(sam, shire)	1
diverse(merry, I)	diverse(X, Y) :- companion(X, Y), race(X, R1), race(Y, R2)	1
alignment(I, evil)	alignment(witch_king, evil)	1
companion(gloin, gimli)	companion(X, Y) :- visited(X, L), visited(Y, L)	1
visited(L, moria)	visited(merry, moria)	1
visited(Y, I)	visited(frodo, moria)	1
visited(R, I)	visited(saruman, isengard)	1
home(R, gondor)	home(faramir, gondor)	1
visited(L, gondor)	visited(duilin, gondor)	1
visited(Y, fangorn)	visited(fimbthil, fangorn)	1
visited(Y, I)	visited(elwing, rivendell)	1
visited(Y, mordor)	visited(sam, mordor)	1
companion(bilbo, boromir)	companion(X, Y) :- visited(X, L), visited(Y, L)	1
visited(_EX1, rohan)	visited(gamling, rohan)	1
home(R, lothlorien)	home(galadriel, lothlorien)	1
visited(R, fangorn)	visited(beechbone, fangorn)	1
visited(elwing, rivendell)	visited(elwing, rivendell)	1
visited(L, moria)	visited(frodo, moria)	1
visited(_EX1, I)	visited(witch_king, mordor)	1
visited(balin, I)	visited(balin, moria)	1
race(I, human)	race(boromir, human)	1
visited(elendil, mordor)	visited(elendil, mordor)	1
visited(Y, I)	visited(goldilocks, shire)	1
visited(Z, I)	visited(gimli, moria)	1
visited(_EX0, I)	visited(fimbthil, fangorn)	1
visited(Z, gondor)	visited(bergil, gondor)	1
visited(R2, rivendell)	visited(elwing, rivendell)	1
alignment(X, good)	alignment(galadriel, good)	1
race(I, hobbit)	race(frodo, hobbit)	1
visited(Z, shire)	visited(elanor, shire)	1
character(I)	character(dervorin)	1
race(legolas, I)	race(legolas, elf)	1
visited(L, I)	visited(beechbone, fangorn)	1
visited(L, I)	visited(boromir, moria)	1
race(elendil, human)	race(elendil, human)	1
visited(X, lothlorien)	visited(celeborn, lothlorien)	1
visited(_EX0, rivendell)	visited(gloin, rivendell)	1
visited(R, I)	visited(damrod, ithilien)	1
alignment(R1, good)	alignment(frodo, good)	1
visited(X, I)	visited(thorin, erebor)	1
visited(R, fangorn)	visited(brealight, fangorn)	1
visited(L, gondor)	visited(idril, gondor)	1
visited(_EX1, rivendell)	visited(gandalf, rivendell)	1
character(I)	character(balrog)	1
visited(I, L)	visited(golasgil, gondor)	1
character(I)	character(elrond)	1
visited(I, L)	visited(arwen, rivendell)	1
visited(R, I)	visited(dain, iron_hills)	1
visited(R1, I)	visited(rose, shire)	1
visited(Z, I)	visited(sam, shire)	1
visited(L, shire)	visited(rosie, shire)	1
visited(fimbthil, fangorn)	visited(fimbthil, fangorn)	1
companion(frodo, frodo)	companion(X, Y) :- visited(X, L), visited(Y, L)	1
visited(I, L)	visited(saruman, isengard)	1
visited(R, rivendell)	visited(aragorn, rivendell)	1
alignment(R2, good)	alignment(sam, good)	1
visited(L, isengard)	visited(lurtz, isengard)	1
visited(Z, moria)	visited(legolas, moria)	1
visited(R, gondor)	visited(tuor, gondor)	1
visited(Y, isengard)	visited(gandalf, isengard)	1
visited(R1, rohan)	visited(ghân, rohan)	1
visited(frodo, I)	visited(frodo, moria)	1
visited(X, I)	visited(gamling, rohan)	1
visited(L, mordor)	visited(sam, mordor)	1
visited(_EX0, I)	visited(elendil, mordor)	1
visited(R, mordor)	visited(gothmog, mordor)	1
visited(_EX0, gondor)	visited(faramir, gondor)	1
visited(L, lothlorien)	visited(celeborn, lothlorien)	1
visited(imrahil, gondor)	visited(imrahil, gondor)	1
visited(R1, I)	visited(sam, shire)	1
visited(frodo, I)	visited(frodo, shire)	1
visited(Y, mordor)	visited(shagrat, mordor)	1
visited(Y, shire)	visited(rose, shire)	1
race(merry, hobbit)	race(merry, hobbit)	1
visited(L, I)	visited(elfstan, shire)	1
visited(Z, mordor)	visited(witch_king, mordor)	1
visited(R2, I)	visited(lurtz, isengard)	1
companion(legolas, X)	companion(X, Y) :- visited(X, L), visited(Y, L)	1
visited(_EX0, I)	visited(frodo, rivendell)	1
visited(X, rivendell)	visited(glorfindel, rivendell)	1
visited(Z, I)	visited(merry, rivendell)	1
visited(X, I)	visited(merry, moria)	1
visited(X, I)	visited(elanor, shire)	1
visited(R, mordor)	visited(gorbag, mordor)	1
character(I)	character(goldilocks)	1
visited(X, I)	visited(gimli, rivendell)	1
visited(Y, I)	visited(gimli, rivendell)	1
character(I)	character(esmeralda)	1
visited(R, I)	visited(duinhir, gondor)	1
visited(Z, I)	visited(idril, gondor)	1
visited(Y, shire)	visited(sam, shire)	1
visited(R, I)	visited(gandalf, rivendell)	1
companion(celeborn, X)	companion(X, Y) :- visited(X, L), visited(Y, L)	1
visited(X, I)	visited(gorbag, mordor)	1
visited(_EX0, isengard)	visited(saruman, isengard)	1
companion(gimli, I)	companion(X, Y) :- visited(X, L), visited(Y, L)	1
race(bilbo, hobbit)	race(bilbo, hobbit)	1
visited(R2, I)	visited(elendil, gondor)	1
visited(R1, mordor)	visited(sam, mordor)	1
visited(X, gondor)	visited(elendil, gondor)	1
companion(gandalf, boromir)	companion(X, Y) :- visited(X, L), visited(Y, L)	1
visited(galadriel, I)	visited(galadriel, lothlorien)	1
fellowship(merry)	fellowship(X) :- visited(X, rivendell), alignment(X, good)	1
visited(I, L)	visited(fladrif, fangorn)	1
visited(dain, iron_hills)	visited(dain, iron_hills)	1
visited(R2, I)	visited(sam, mordor)	1
companion(merry, legolas)	companion(X, Y) :- visited(X, L), visited(Y, L)	1
visited(R1, I)	visited(idril, gondor)	1
visited(R1, I)	visited(erkenbrand, rohan)	1
visited(R2, I)	visited(legolas, moria)	1
visited(L, I)	visited(theoden, rohan)	1
visited(R1, rivendell)	visited(pippin, rivendell)	1
visited(elendil, I)	visited(elendil, gondor)	1
visited(_EX0, I)	visited(butterbur, bree)	1
race(R2, I)	race(balin, dwarf)	1
visited(_EX0, I)	visited(faramir, gondor)	1
visited(I, L)	visited(boromir, moria)	1
visited(L, mordor)	visited(gollum, mordor)	1
visited(saruman, isengard)	visited(saruman, isengard)	1
visited(X, I)	visited(derufin, gondor)	1
visited(R1, I)	visited(frodo, rivendell)	1
visited(L, fangorn)	visited(fladrif, fangorn)	1
visited(R2, I)	visited(haldir, lothlorien)	1
visited(_EX0, I)	visited(elrohir, rivendell)	1
visited(_EX1, I)	visited(sam, mordor)	1
character(I)	character(gorbag)	1
companion(R, hama)	companion(X, Y) :- visited(X, L), visited(Y, L)	1
companion(arwen, gloin)	companion(X, Y) :- visited(X, L), visited(Y, L)	1
visited(X, gondor)	visited(forlong, gondor)	1
companion(theoden, X)	companion(X, Y) :- visited(X, L), visited(Y, L)	1
race(X, I)	race(gloin, dwarf)	1
race(X, I)	race(legolas, elf)	1
mortal(maggot)	mortal(X) :- race(X, hobbit)	1
character(I)	character(gil_galad)	1
visited(L, gondor)	visited(golasgil, gondor)	1
visited(R2, I)	visited(pippin, rivendell)	1
visited(I, rivendell)	visited(earendil, rivendell)	1
companion(saruman, X)	companion(X, Y) :- visited(X, L), visited(Y, L)	1
mortal(R2)	mortal(X) :- race(X, dwarf)	1
race(I, L)	race(elrond, elf)	1
visited(Y, rivendell)	visited(arwen, rivendell)	1
visited(Z, shire)	visited(maggot, shire)	1
visited(R, I)	visited(gandalf, moria)	1
visited(Z, rivendell)	visited(legolas, rivendell)	1
visited(R, I)	visited(fimbthil, fangorn)	1
visited(_EX1, mordor)	visited(witch_king, mordor)	1
visited(merry, rivendell)	visited(merry, rivendell)	1
visited(radagast, I)	visited(radagast, mirkwood)	1
visited(_EX0, rivendell)	visited(sam, rivendell)	1
character(I)	character(dwalin)	1
visited(Y, isengard)	visited(lurtz, isengard)	1
visited(_EX1, I)	visited(finglas, fangorn)	1
visited(R2, I)	visited(bilbo, shire)	1
visited(_EX1, I)	visited(elladan, rivendell)	1
visited(L, I)	visited(boromir, rivendell)	1
visited(_EX0, mordor)	visited(sam, mordor)	1
visited(L, I)	visited(dervorin, gondor)	1
visited(R, shire)	visited(goldberry, shire)	1
visited(L, moria)	visited(gollum, moria)	1
visited(_EX0, I)	visited(earendil, rivendell)	1
race(thranduil, I)	race(thranduil, elf)	1
character(I)	character(oin)	1
race(aragorn, human)	race(aragorn, human)	1
companion(balin, frodo)	companion(X, Y) :- visited(X, L), visited(Y, L)	1
visited(frodo, mordor)	visited(frodo, mordor)	1
diverse(pippin, R2)	diverse(X, Y) :- companion(X, Y), race(X, R1), race(Y, R2)	1
visited(R2, I)	visited(hirluin, gondor)	1
visited(R1, rivendell)	visited(earendil, rivendell)	1
visited(Z, I)	visited(saruman, isengard)	1
companion(frodo, aragorn)	companion(X, Y) :- visited(X, L), visited(Y, L)	1
visited(I, lothlorien)	visited(galadriel, lothlorien)	1
visited(Y, I)	visited(maggot, shire)	1
visited(X, I)	visited(imrahil, gondor)	1
visited(X, I)	visited(dervorin, gondor)	1
visited(R1, gondor)	visited(elendil, gondor)	1
visited(I, mordor)	visited(gollum, mordor)	1
race(I, hobbit)	race(merry, hobbit)	1
visited(L, I)	visited(goldberry, shire)	1
companion(gandalf, aragorn)	companion(X, Y) :- visited(X, L), visited(Y, L)	1
visited(R, I)	visited(derufin, gondor)	1
visited(R1, I)	visited(saruman, isengard)	1
visited(R2, rivendell)	visited(legolas, rivendell)	1
carries(L, I)	carries(frodo, sting)	1
race(gimli, dwarf)	race(gimli, dwarf)	1
visited(_EX1, fangorn)	visited(leaflock, fangorn)	1
companion(aragorn, aragorn)	companion(X, Y) :- visited(X, L), visited(Y, L)	1
visited(X, I)	visited(anborn, ithilien)	1
visited(_EX0, moria)	visited(frodo, moria)	1
race(R2, dwarf)	race(gimli, dwarf)	1
visited(L, I)	visited(denethor, gondor)	1
companion(elrond, sam)	companion(X, Y) :- visited(X, L), visited(Y, L)	1
visited(_EX0, rivendell)	visited(aragorn, rivendell)	1
visited(L, fangorn)	visited(leaflock, fangorn)	1
visited(R1, I)	visited(earendil, rivendell)	1
visited(L, moria)	visited(gimli, moria)	1
visited(_EX0, mordor)	visited(gollum, mordor)	1
visited(X, rohan)	visited(theoden, rohan)	1
character(I)	character(celeborn)	1
visited(Z, moria)	visited(aragorn, moria)	1
visited(R2, I)	visited(treebeard, fangorn)	1
visited(R2, I)	visited(gloin, rivendell)	1
visited(X, I)	visited(aragorn, rivendell)	1
visited(X, I)	visited(rosie, shire)	1
companion(gamgee, I)	companion(X, Y) :- visited(X, L), visited(Y, L)	1
visited(Z, rivendell)	visited(bilbo, rivendell)	1
visited(I, mordor)	visited(isildur, mordor)	1
visited(Y, I)	visited(gorbag, mordor)	1
visited(_EX1, I)	visited(tuor, gondor)	1
visited(_EX0, gondor)	visited(hirluin, gondor)	1
visited(Z, I)	visited(dain, iron_hills)	1
visited(Z, ithilien)	visited(mablung, ithilien)	1
companion(gimli, merry)	companion(X, Y) :- visited(X, L), visited(Y, L)	1
visited(Z, rivendell)	visited(merry, rivendell)	1
visited(_EX1, I)	visited(elrond, rivendell)	1
visited(R1, I)	visited(damrod, ithilien)	1
character(I)	character(aragorn)	1
visited(R2, I)	visited(maggot, shire)	1
visited(_EX0, I)	visited(gandalf, rivendell)	1
visited(X, I)	visited(gollum, moria)	1
visited(R, mordor)	visited(gollum, mordor)	1
visited(X, rivendell)	visited(elwing, rivendell)	1
visited(I, L)	visited(glorfindel, rivendell)	1
visited(R, gondor)	visited(isildur, gondor)	1
companion(arwen, pippin)	companion(X, Y) :- visited(X, L), visited(Y, L)	1
visited(Z, mordor)	visited(gollum, mordor)	1
visited(I, L)	visited(sam, mordor)	1
home(X, I)	home(faramir, gondor)	1
visited(R1, I)	visited(dain, iron_hills)	1
visited(_EX1, I)	visited(gloin, rivendell)	1
visited(R1, I)	visited(sauron, mordor)	1
visited(R1, I)	visited(fladrif, fangorn)	1
visited(hamfast, shire)	visited(hamfast, shire)	1
visited(R1, I)	visited(denethor, gondor)	1
visited(I, L)	visited(legolas, moria)	1
visited(R1, mordor)	visited(gothmog, mordor)	1
visited(R, I)	visited(elrohir, rivendell)	1
visited(elladan, rivendell)	visited(elladan, rivendell)	1
visited(_EX1, I)	visited(radagast, mirkwood)	1
race(gimli, I)	race(gimli, dwarf)	1
race(X, I)	race(eowyn, human)	1
visited(R, I)	visited(shagrat, mordor)	1
visited(Z, I)	visited(fastred, shire)	1
visited(_EX1, I)	visited(maggot, shire)	1
visited(R, moria)	visited(legolas, moria)	1
visited(Z, rohan)	visited(eowyn, rohan)	1
visited(Z, moria)	visited(pippin, moria)	1
visited(R, shire)	visited(maggot, shire)	1
companion(merry, gimli)	companion(X, Y) :- visited(X, L), visited(Y, L)	1
visited(Z, I)	visited(duinhir, gondor)	1
visited(L, rivendell)	visited(legolas, rivendell)	1
visited(Z, I)	visited(gandalf, rivendell)	1
visited(Y, rohan)	visited(theoden, rohan)	1
companion(frodo, bilbo)	companion(X, Y) :- visited(X, L), visited(Y, L)	1
visited(_EX1, I)	visited(mablung, ithilien)	1
visited(Y, fangorn)	visited(quickbeam, fangorn)	1
companion(arwen, gimli)	companion(X, Y) :- visited(X, L), visited(Y, L)	1
visited(Z, rivendell)	visited(arwen, rivendell)	1
companion(frodo, gloin)	companion(X, Y) :- visited(X, L), visited(Y, L)	1
visited(I, rivendell)	visited(gimli, rivendell)	1
visited(R1, isengard)	visited(saruman, isengard)	1
visited(_EX1, I)	visited(brealight, fangorn)	1
home(X, I)	home(pippin, shire)	1
visited(Y, I)	visited(hamfast, shire)	1
visited(R, rivendell)	visited(arwen, rivendell)	1
visited(I, L)	visited(pippin, rivendell)	1
visited(R2, rivendell)	visited(bilbo, rivendell)	1
visited(Y, lothlorien)	visited(haldir, lothlorien)	1
visited(R1, I)	visited(duinhir, gondor)	1
visited(R, I)	visited(balin, moria)	1
visited(L, I)	visited(thorin, erebor)	1
visited(X, shire)	visited(goldilocks, shire)	1
visited(R2, rivendell)	visited(merry, rivendell)	1
visited(R1, I)	visited(gandalf, rivendell)	1
carries(I, L)	carries(aragorn, anduril)	1
character(I)	character(isildur)	1
visited(_EX0, I)	visited(quickbeam, fangorn)	1
alignment(I, evil)	alignment(saruman, evil)	1
visited(L, mordor)	visited(frodo, mordor)	1
mortal_bond(I, I)	mortal_bond(X, Y) :- companion(X, Y), mortal(X), mortal(Y)	1
visited(X, gondor)	visited(bergil, gondor)	1
visited(L, I)	visited(radagast, mirkwood)	1
visited(R, rohan)	visited(eowyn, rohan)	1
visited(frodo, rivendell)	visited(frodo, rivendell)	1
character(I)	character(largo)	1
visited(R, gondor)	visited(duinhir, gondor)	1
character(I)	character(bilbo)	1
visited(_EX0, gondor)	visited(derufin, gondor)	1
companion(gimli, aragorn)	companion(X, Y) :- visited(X, L), visited(Y, L)	1
alignment(R2, good)	alignment(merry, good)	1
visited(R, I)	visited(witch_king, mordor)	1
visited(X, I)	visited(rose, shire)	1
visited(_EX0, bree)	visited(butterbur, bree)	1
visited(Y, I)	visited(beregond, gondor)	1
visited(R2, I)	visited(duilin, gondor)	1
companion(bilbo, bilbo)	companion(X, Y) :- visited(X, L), visited(Y, L)	1
visited(I, L)	visited(bilbo, shire)	1
visited(ghân, rohan)	visited(ghân, rohan)	1
character(I)	character(smaug)	1
character(I)	character(durin)	1
visited(I, L)	visited(shagrat, mordor)	1
visited(_EX1, moria)	visited(gollum, moria)	1
alignment(X, good)	alignment(gimli, good)	1
companion(pippin, gloin)	companion(X, Y) :- visited(X, L), visited(Y, L)	1
visited(I, L)	visited(hama, rohan)	1
visited(_EX0, I)	visited(sam, moria)	1
visited(gamling, rohan)	visited(gamling, rohan)	1
visited(_EX0, mordor)	visited(gothmog, mordor)	1
visited(X, I)	visited(sam, shire)	1
visited(_EX0, I)	visited(goldberry, shire)	1
visited(Y, I)	visited(leaflock, fangorn)	1
visited(X, rivendell)	visited(gimli, rivendell)	1
visited(L, I)	visited(gothmog, mordor)	1
visited(R1, rivendell)	visited(gimli, rivendell)	1
visited(_EX1, I)	visited(fastred, shire)	1
visited(L, I)	visited(merry, moria)	1
visited(L, I)	visited(elanor, shire)	1
visited(R1, fangorn)	visited(fladrif, fangorn)	1
visited(Z, rivendell)	visited(aragorn, rivendell)	1
visited(Z, I)	visited(gandalf, moria)	1
visited(R2, rivendell)	visited(arwen, rivendell)	1
visited(gloin, rivendell)	visited(gloin, rivendell)	1
alignment(X, good)	alignment(boromir, good)	1
visited(merry, I)	visited(merry, rivendell)	1
visited(_EX1, I)	visited(eowyn, rohan)	1
visited(Z, I)	visited(fimbthil, fangorn)	1
race(rosie, I)	race(rosie, hobbit)	1
alignment(X, good)	alignment(merry, good)	1
race(haldir, I)	race(haldir, elf)	1
visited(arwen, rivendell)	visited(arwen, rivendell)	1
character(I)	character(gollum)	1
visited(L, rivendell)	visited(bilbo, rivendell)	1
visited(Z, I)	visited(sam, moria)	1
visited(Y, mordor)	visited(gollum, mordor)	1
companion(elendil, frodo)	companion(X, Y) :- visited(X, L), visited(Y, L)	1
visited(R2, I)	visited(sam, rivendell)	1
visited(R1, I)	visited(gandalf, moria)	1
visited(X, I)	visited(frodo, mordor)	1
visited(I, shire)	visited(goldberry, shire)	1
visited(X, I)	visited(galadriel, lothlorien)	1
visited(L, rivendell)	visited(merry, rivendell)	1
visited(frodo, moria)	visited(frodo, moria)	1
visited(R1, I)	visited(fimbthil, fangorn)	1
visited(X, lothlorien)	visited(haldir, lothlorien)	1
companion(L, eowyn)	companion(X, Y) :- visited(X, L), visited(Y, L)	1
visited(R1, rivendell)	visited(glorfindel, rivendell)	1
visited(Y, mirkwood)	visited(radagast, mirkwood)	1
visited(X, I)	visited(idril, gondor)	1
mortal(theoden)	mortal(X) :- race(X, human)	1
visited(Y, I)	visited(aragorn, rivendell)	1
character(I)	character(mablung)	1
visited(Y, I)	visited(elendil, mordor)	1
visited(_EX1, moria)	visited(gimli, moria)	1
visited(R, I)	visited(frodo, moria)	1
visited(I, mordor)	visited(frodo, mordor)	1
visited(R, I)	visited(elwing, rivendell)	1
visited(R, rivendell)	visited(gandalf, rivendell)	1
visited(I, L)	visited(treebeard, fangorn)	1
visited(Z, I)	visited(elendil, mordor)	1
visited(_EX1, I)	visited(sam, rivendell)	1
race(I, hobbit)	race(sam, hobbit)	1
visited(X, I)	visited(frodo, rivendell)	1
visited(I, L)	visited(radagast, mirkwood)	1
visited(Z, ithilien)	visited(damrod, ithilien)	1
visited(Y, mordor)	visited(isildur, mordor)	1
visited(L, shire)	visited(goldilocks, shire)	1
visited(L, gondor)	visited(faramir, gondor)	1
race(saruman, I)	race(saruman, maia)	1
visited(R2, rivendell)	visited(aragorn, rivendell)	1
visited(_EX1, isengard)	visited(gandalf, isengard)	1
visited(L, lothlorien)	visited(haldir, lothlorien)	1
visited(Y, mirkwood)	visited(thranduil, mirkwood)	1
visited(Y, gondor)	visited(tuor, gondor)	1
visited(L, rivendell)	visited(arwen, rivendell)	1
visited(Y, rohan)	visited(hama, rohan)	1
visited(I, fangorn)	visited(fladrif, fangorn)	1
visited(I, L)	visited(mablung, ithilien)	1
companion(boromir, frodo)	companion(X, Y) :- visited(X, L), visited(Y, L)	1
visited(R1, moria)	visited(merry, moria)	1
visited(X, moria)	visited(legolas, moria)	1
visited(I, rohan)	visited(hama, rohan)	1
visited(I, gondor)	visited(duilin, gondor)	1
visited(R1, I)	visited(derufin, gondor)	1
companion(balin, X)	companion(X, Y) :- visited(X, L), visited(Y, L)	1
carries(I, L)	carries(sam, phial)	1
fellowship(aragorn)	fellowship(X) :- visited(X, rivendell), alignment(X, good)	1
visited(_EX0, rohan)	visited(eomer, rohan)	1
visited(I, L)	visited(frodo, moria)	1
companion(merry, X)	companion(X, Y) :- visited(X, L), visited(Y, L)	1
fellowship(elrond)	fellowship(X) :- visited(X, rivendell), alignment(X, good)	1
visited(_EX0, I)	visited(legolas, rivendell)	1
visited(I, L)	visited(elwing, rivendell)	1
home(X, I)	home(eowyn, rohan)	1
visited(Y, rivendell)	visited(boromir, rivendell)	1
companion(gimli, gloin)	companion(X, Y) :- visited(X, L), visited(Y, L)	1
visited(gandalf, I)	visited(gandalf, rivendell)	1
bond(R1, Z)	bond(X, Y) :- fellowship(X), fellowship(Y), companion(X, Y)	1
alignment(R2, good)	alignment(frodo, good)	1
race(R2, I)	race(celeborn, elf)	1
race(I, hobbit)	race(maggot, hobbit)	1
visited(X, rohan)	visited(gamling, rohan)	1
visited(Z, gondor)	visited(denethor, gondor)	1
visited(_EX0, I)	visited(pippin, moria)	1
character(I)	character(faramir)	1
visited(I, L)	visited(frodo, shire)	1
visited(_EX1, mirkwood)	visited(radagast, mirkwood)	1
fellowship(bilbo)	fellowship(X) :- visited(X, rivendell), alignment(X, good)	1
companion(bilbo, aragorn)	companion(X, Y) :- visited(X, L), visited(Y, L)	1
home(I, iron_hills)	home(dain, iron_hills)	1
visited(I, L)	visited(goldilocks, shire)	1
visited(L, mordor)	visited(isildur, mordor)	1
visited(R2, I)	visited(golasgil, gondor)	1
visited(R1, mordor)	visited(gollum, mordor)	1
visited(L, I)	visited(imrahil, gondor)	1
visited(R2, I)	visited(gollum, mordor)	1
visited(R1, lothlorien)	visited(galadriel, lothlorien)	1
alignment(R1, good)	alignment(boromir, good)	1
visited(_EX0, I)	visited(merry, moria)	1
companion(faramir, X)	companion(X, Y) :- visited(X, L), visited(Y, L)	1
visited(L, rivendell)	visited(aragorn, rivendell)	1
companion(gimli, boromir)	companion(X, Y) :- visited(X, L), visited(Y, L)	1
visited(Y, isengard)	visited(saruman, isengard)	1
visited(_EX0, rohan)	visited(hama, rohan)	1
guardian(R1)	guardian(X) :- fellowship(X), companion(X, Y), carries(Y, ring)	1
companion(_EX0, arwen)	companion(X, Y) :- visited(X, L), visited(Y, L)	1
visited(_EX1, rohan)	visited(ghân, rohan)	1
alignment(R1, good)	alignment(merry, good)	1
companion(elrond, I)	companion(X, Y) :- visited(X, L), visited(Y, L)	1
race(_EX1, I)	race(frodo, hobbit)	1
visited(R1, I)	visited(elrohir, rivendell)	1
visited(Z, gondor)	visited(duinhir, gondor)	1
visited(L, I)	visited(damrod, ithilien)	1
visited(X, shire)	visited(maggot, shire)	1
visited(R1, I)	visited(bilbo, shire)	1
visited(L, I)	visited(isildur, gondor)	1
visited(_EX0, I)	visited(gorbag, mordor)	1
visited(gimli, I)	visited(gimli, rivendell)	1
visited(R1, I)	visited(shagrat, mordor)	1
companion(sam, frodo)	companion(X, Y) :- visited(X, L), visited(Y, L)	1
companion(boromir, gloin)	companion(X, Y) :- visited(X, L), visited(Y, L)	1
companion(arwen, aragorn)	companion(X, Y) :- visited(X, L), visited(Y, L)	1
visited(Z, I)	visited(boromir, moria)	1
